FOVId,ge_wellID,well_position,fov_path,microscope,image_date,probe488,probe546,probe647,plate_name,cell_line,cell_age,notes
549,47,C4,/allen/aics/microscopy/Data/RnD_Sandbox/5500000039/ZSD3/40X_zstack/5500000039_40X_20190516_2-Scene-32-P112-C04.czi,ZSD3,,COL2A1-B4,VCAN-B3,TNNT2-B2,5500000039,AICS-0,30,
550,47,C4,/allen/aics/microscopy/Data/RnD_Sandbox/5500000039/ZSD3/40X_zstack/5500000039_40X_20190516_2-Scene-33-P113-C04.czi,ZSD3,,COL2A1-B4,VCAN-B3,TNNT2-B2,5500000039,AICS-0,30,
551,47,C4,/allen/aics/microscopy/Data/RnD_Sandbox/5500000039/ZSD3/40X_zstack/5500000039_40X_20190516_2-Scene-34-P114-C04.czi,ZSD3,,COL2A1-B4,VCAN-B3,TNNT2-B2,5500000039,AICS-0,30,
552,47,C4,/allen/aics/microscopy/Data/RnD_Sandbox/5500000039/ZSD3/40X_zstack/5500000039_40X_20190516_2-Scene-35-P115-C04.czi,ZSD3,,COL2A1-B4,VCAN-B3,TNNT2-B2,5500000039,AICS-0,30,
553,47,C4,/allen/aics/microscopy/Data/RnD_Sandbox/5500000039/ZSD3/40X_zstack/5500000039_40X_20190516_2-Scene-36-P116-C04.czi,ZSD3,,COL2A1-B4,VCAN-B3,TNNT2-B2,5500000039,AICS-0,30,
554,47,C4,/allen/aics/microscopy/Data/RnD_Sandbox/5500000039/ZSD3/40X_zstack/5500000039_40X_20190516_2-Scene-37-P117-C04.czi,ZSD3,,COL2A1-B4,VCAN-B3,TNNT2-B2,5500000039,AICS-0,30,
555,47,C4,/allen/aics/microscopy/Data/RnD_Sandbox/5500000039/ZSD3/40X_zstack/5500000039_40X_20190516_2-Scene-38-P118-C04.czi,ZSD3,,COL2A1-B4,VCAN-B3,TNNT2-B2,5500000039,AICS-0,30,
556,47,C4,/allen/aics/microscopy/Data/RnD_Sandbox/5500000039/ZSD3/40X_zstack/5500000039_40X_20190516_2-Scene-39-P119-C04.czi,ZSD3,,COL2A1-B4,VCAN-B3,TNNT2-B2,5500000039,AICS-0,30,
557,47,C4,/allen/aics/microscopy/Data/RnD_Sandbox/5500000039/ZSD3/40X_zstack/5500000039_40X_20190516_2-Scene-40-P120-C04.czi,ZSD3,,COL2A1-B4,VCAN-B3,TNNT2-B2,5500000039,AICS-0,30,
578,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-01-P1-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
579,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-02-P2-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
580,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-03-P3-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
581,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-04-P4-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
582,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-05-P5-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
583,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-06-P6-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
584,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-07-P7-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
585,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-08-P8-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
586,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-09-P9-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
587,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-10-P10-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
588,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-11-P11-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
589,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-12-P12-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
590,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-13-P13-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
591,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-14-P14-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
592,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-15-P15-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
593,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-16-P16-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
594,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-17-P17-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
595,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-18-P18-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
596,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-19-P19-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
597,49,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-20-P20-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000084,AICS-0,18,
598,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-21-P21-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
599,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-22-P22-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
600,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-23-P23-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
601,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-24-P24-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
602,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-25-P25-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
603,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-26-P26-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
604,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-27-P27-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
605,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-28-P28-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
606,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-29-P29-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
607,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-30-P30-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
608,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-31-P31-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
609,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-32-P32-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
610,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-33-P33-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
611,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-34-P34-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
612,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-35-P35-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
613,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-36-P36-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
614,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-37-P37-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
615,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-38-P38-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
616,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-39-P39-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
617,50,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000084/ZSD3/40X_zstack/5500000084_40X_20190516-Scene-40-P40-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000084,AICS-0,18,
738,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-01-P1-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
739,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-02-P2-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
740,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-03-P3-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
741,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-04-P4-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
742,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-05-P5-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
743,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-06-P6-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
744,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-07-P7-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
745,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-08-P8-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
746,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-09-P9-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
747,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-10-P10-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
748,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-11-P11-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
749,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-12-P12-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
750,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-13-P13-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
751,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-14-P14-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
752,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-15-P15-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
753,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-16-P16-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
754,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-17-P17-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
755,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-18-P18-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
756,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-19-P19-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
757,57,B2,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-20-P20-B02.czi,ZSD3,,MYH6-B1,MYH7-B4,ESRRG-B5,5500000093,AICS-0,29,
758,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-21-P21-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
759,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-22-P22-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
760,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-23-P23-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
761,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-24-P24-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
762,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-25-P25-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
763,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-26-P26-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
764,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-27-P27-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
765,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-28-P28-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
766,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-29-P29-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
767,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-30-P30-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
768,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-31-P31-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
769,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-32-P32-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
770,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-33-P33-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
771,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-34-P34-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
772,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-35-P35-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
773,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-36-P36-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
774,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-37-P37-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
775,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-38-P38-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
776,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-39-P39-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
777,58,B3,/allen/aics/microscopy/Data/RnD_Sandbox/5500000093/ZSD3/40X_zstack/5500000093_40X_20190516-Scene-40-P40-B03.czi,ZSD3,,MYL2-B4,MYL7-B5,MEIS2-B2,5500000093,AICS-0,29,
