Dataset,napariCell_ObjectNumber,fov_path,Cell age,replate_date,image_date,plate_name,well_position,Type,Cell line,experiment_number,image_name,xml,Channel,Channel description
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 28,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 28_C5.tif,False,488,ACTN2-mEGFP
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 29,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 29_C0.tif,False,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 29,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 29_C0.tif.xml,True,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 29,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 29_C1.tif,False,nuc,dapi
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 29,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 29_C2.tif,False,bf1,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 29,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 29_C3.tif,False,561,BMPER-B2
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 29,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 29_C4.tif,False,bf2,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 29,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 29_C5.tif,False,488,ACTN2-mEGFP
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 3,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 3_C0.tif,False,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 3,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 3_C0.tif.xml,True,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 3,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 3_C1.tif,False,nuc,dapi
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 3,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 3_C2.tif,False,bf1,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 3,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 3_C3.tif,False,561,BMPER-B2
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 3,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 3_C4.tif,False,bf2,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 3,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 3_C5.tif,False,488,ACTN2-mEGFP
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 30,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 30_C0.tif,False,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 30,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 30_C0.tif.xml,True,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 30,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 30_C1.tif,False,nuc,dapi
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 30,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 30_C2.tif,False,bf1,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 30,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 30_C3.tif,False,561,BMPER-B2
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 30,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 30_C4.tif,False,bf2,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 30,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 30_C5.tif,False,488,ACTN2-mEGFP
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 31,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 31_C0.tif,False,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 31,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 31_C0.tif.xml,True,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 31,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 31_C1.tif,False,nuc,dapi
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 31,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 31_C2.tif,False,bf1,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 31,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 31_C3.tif,False,561,BMPER-B2
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 31,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 31_C4.tif,False,bf2,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 31,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 31_C5.tif,False,488,ACTN2-mEGFP
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 32,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 32_C0.tif,False,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 32,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 32_C0.tif.xml,True,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 32,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 32_C1.tif,False,nuc,dapi
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 32,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 32_C2.tif,False,bf1,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 32,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 32_C3.tif,False,561,BMPER-B2
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 32,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 32_C4.tif,False,bf2,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 32,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 32_C5.tif,False,488,ACTN2-mEGFP
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 33,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 33_C0.tif,False,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 33,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 33_C0.tif.xml,True,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 33,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 33_C1.tif,False,nuc,dapi
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 33,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 33_C2.tif,False,bf1,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 33,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 33_C3.tif,False,561,BMPER-B2
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 33,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 33_C4.tif,False,bf2,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 33,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 33_C5.tif,False,488,ACTN2-mEGFP
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 34,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 34_C0.tif,False,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 34,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 34_C0.tif.xml,True,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 34,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 34_C1.tif,False,nuc,dapi
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 34,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 34_C2.tif,False,bf1,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 34,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 34_C3.tif,False,561,BMPER-B2
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 34,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 34_C4.tif,False,bf2,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 34,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 34_C5.tif,False,488,ACTN2-mEGFP
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 35,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 35_C0.tif,False,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 35,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 35_C0.tif.xml,True,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 35,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 35_C1.tif,False,nuc,dapi
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 35,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 35_C2.tif,False,bf1,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 35,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 35_C3.tif,False,561,BMPER-B2
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 35,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 35_C4.tif,False,bf2,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 35,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 35_C5.tif,False,488,ACTN2-mEGFP
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 4,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 4_C0.tif,False,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 4,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 4_C0.tif.xml,True,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 4,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 4_C1.tif,False,nuc,dapi
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 4,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 4_C2.tif,False,bf1,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 4,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 4_C3.tif,False,561,BMPER-B2
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 4,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 4_C4.tif,False,bf2,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 4,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 4_C5.tif,False,488,ACTN2-mEGFP
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 5,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 5_C0.tif,False,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 5,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 5_C0.tif.xml,True,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 5,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 5_C1.tif,False,nuc,dapi
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 5,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 5_C2.tif,False,bf1,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 5,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 5_C3.tif,False,561,BMPER-B2
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 5,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 5_C4.tif,False,bf2,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 5,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 5_C5.tif,False,488,ACTN2-mEGFP
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 6,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 6_C0.tif,False,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 6,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 6_C0.tif.xml,True,638,VCAN-B3
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 6,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 6_C1.tif,False,nuc,dapi
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 6,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 6_C2.tif,False,bf1,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 6,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 6_C3.tif,False,561,BMPER-B2
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 6,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 6_C4.tif,False,bf2,brightfield
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 6,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 6_C5.tif,False,488,ACTN2-mEGFP
NewFish,1,/allen/aics/assay-dev/MicroscopyData/Melissa/2020/20200107/ometiff_exports/20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 7,18,2019-05-24,2020-01-07,5500000172,C5,FISH,AICS-75,3,20200107_M01_002_Capture 1 - Capture 1 - C5 [144] Montage - 7_C0.tif,False,638,VCAN-B3
