cell_num,file_name,mh_score,kg_score
8,5500000014_63X_20190816_S1_P17_B2_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P17_B2_annotations_corrected.Actn2_cell9.jpg,4,4
10,5500000014_63X_20190816_S1_P17_B2_annotations_corrected.Actn2_cell10.jpg,0,0
11,5500000014_63X_20190816_S1_P17_B2_annotations_corrected.Actn2_cell11.jpg,4,4
1,5500000014_63X_20190816_S1_P17_B3_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P17_B3_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P17_B3_annotations_corrected.Actn2_cell3.jpg,4,3
4,5500000014_63X_20190816_S1_P17_B3_annotations_corrected.Actn2_cell4.jpg,4,3
5,5500000014_63X_20190816_S1_P17_B3_annotations_corrected.Actn2_cell5.jpg,4,3
6,5500000014_63X_20190816_S1_P17_B3_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P17_B3_annotations_corrected.Actn2_cell7.jpg,0,0
8,5500000014_63X_20190816_S1_P17_B3_annotations_corrected.Actn2_cell8.jpg,0,0
1,5500000014_63X_20190816_S1_P17_B4_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P17_B4_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P17_B4_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P17_B4_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P17_B4_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P17_B4_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P17_B4_annotations_corrected.Actn2_cell7.jpg,5,4
8,5500000014_63X_20190816_S1_P17_B4_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P17_B4_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P17_B4_annotations_corrected.Actn2_cell10.jpg,3,3
1,5500000014_63X_20190816_S1_P17_B5_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P17_B5_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P17_B5_annotations_corrected.Actn2_cell3.jpg,2,3
4,5500000014_63X_20190816_S1_P17_B5_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P17_B5_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P17_B5_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P17_B5_annotations_corrected.Actn2_cell7.jpg,4,4
8,5500000014_63X_20190816_S1_P17_B5_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P17_B5_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P17_B5_annotations_corrected.Actn2_cell10.jpg,3,3
11,5500000014_63X_20190816_S1_P17_B5_annotations_corrected.Actn2_cell11.jpg,4,3
12,5500000014_63X_20190816_S1_P17_B5_annotations_corrected.Actn2_cell12.jpg,3,3
13,5500000014_63X_20190816_S1_P17_B5_annotations_corrected.Actn2_cell13.jpg,3,3
1,5500000014_63X_20190816_S1_P18_B2_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P18_B2_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P18_B2_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P18_B2_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P18_B2_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P18_B2_annotations_corrected.Actn2_cell6.jpg,3,4
7,5500000014_63X_20190816_S1_P18_B2_annotations_corrected.Actn2_cell7.jpg,3,3
8,5500000014_63X_20190816_S1_P18_B2_annotations_corrected.Actn2_cell8.jpg,3,4
9,5500000014_63X_20190816_S1_P18_B2_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P18_B2_annotations_corrected.Actn2_cell10.jpg,2,1
11,5500000014_63X_20190816_S1_P18_B2_annotations_corrected.Actn2_cell11.jpg,3,3
12,5500000014_63X_20190816_S1_P18_B2_annotations_corrected.Actn2_cell12.jpg,3,3
13,5500000014_63X_20190816_S1_P18_B2_annotations_corrected.Actn2_cell13.jpg,3,3
14,5500000014_63X_20190816_S1_P18_B2_annotations_corrected.Actn2_cell14.jpg,3,3
15,5500000014_63X_20190816_S1_P18_B2_annotations_corrected.Actn2_cell15.jpg,3,3
1,5500000014_63X_20190816_S1_P18_B3_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P18_B3_annotations_corrected.Actn2_cell2.jpg,5,4
3,5500000014_63X_20190816_S1_P18_B3_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P18_B3_annotations_corrected.Actn2_cell4.jpg,0,0
5,5500000014_63X_20190816_S1_P18_B3_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P18_B3_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P18_B3_annotations_corrected.Actn2_cell7.jpg,4,3
8,5500000014_63X_20190816_S1_P18_B3_annotations_corrected.Actn2_cell8.jpg,2,1
9,5500000014_63X_20190816_S1_P18_B3_annotations_corrected.Actn2_cell9.jpg,0,0
1,5500000014_63X_20190816_S1_P18_B4_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P18_B4_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P18_B4_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P18_B4_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S1_P18_B4_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P18_B4_annotations_corrected.Actn2_cell6.jpg,4,3
7,5500000014_63X_20190816_S1_P18_B4_annotations_corrected.Actn2_cell7.jpg,4,3
8,5500000014_63X_20190816_S1_P18_B4_annotations_corrected.Actn2_cell8.jpg,4,4
9,5500000014_63X_20190816_S1_P18_B4_annotations_corrected.Actn2_cell9.jpg,4,4
1,5500000014_63X_20190816_S1_P18_B5_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P18_B5_annotations_corrected.Actn2_cell2.jpg,3,4
3,5500000014_63X_20190816_S1_P18_B5_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P18_B5_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S1_P18_B5_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S1_P18_B5_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P18_B5_annotations_corrected.Actn2_cell7.jpg,4,3
1,5500000014_63X_20190816_S1_P19_B2_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P19_B2_annotations_corrected.Actn2_cell2.jpg,3,2
3,5500000014_63X_20190816_S1_P19_B2_annotations_corrected.Actn2_cell3.jpg,4,3
4,5500000014_63X_20190816_S1_P19_B2_annotations_corrected.Actn2_cell4.jpg,2,2
5,5500000014_63X_20190816_S1_P19_B2_annotations_corrected.Actn2_cell5.jpg,4,3
6,5500000014_63X_20190816_S1_P19_B2_annotations_corrected.Actn2_cell6.jpg,3,2
7,5500000014_63X_20190816_S1_P19_B2_annotations_corrected.Actn2_cell7.jpg,4,3
1,5500000014_63X_20190816_S1_P19_B3_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P19_B3_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P19_B3_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P19_B3_annotations_corrected.Actn2_cell4.jpg,5,4
5,5500000014_63X_20190816_S1_P19_B3_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P19_B3_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P19_B3_annotations_corrected.Actn2_cell7.jpg,4,3
8,5500000014_63X_20190816_S1_P19_B3_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P19_B3_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P19_B3_annotations_corrected.Actn2_cell10.jpg,4,3
11,5500000014_63X_20190816_S1_P19_B3_annotations_corrected.Actn2_cell11.jpg,4,4
12,5500000014_63X_20190816_S1_P19_B3_annotations_corrected.Actn2_cell12.jpg,4,4
13,5500000014_63X_20190816_S1_P19_B3_annotations_corrected.Actn2_cell13.jpg,4,4
14,5500000014_63X_20190816_S1_P19_B3_annotations_corrected.Actn2_cell14.jpg,4,3
15,5500000014_63X_20190816_S1_P19_B3_annotations_corrected.Actn2_cell15.jpg,3,3
1,5500000014_63X_20190816_S1_P19_B4_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P19_B4_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P19_B4_annotations_corrected.Actn2_cell3.jpg,4,3
4,5500000014_63X_20190816_S1_P19_B4_annotations_corrected.Actn2_cell4.jpg,3,4
5,5500000014_63X_20190816_S1_P19_B4_annotations_corrected.Actn2_cell5.jpg,4,3
6,5500000014_63X_20190816_S1_P19_B4_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P19_B4_annotations_corrected.Actn2_cell7.jpg,3,4
1,5500000014_63X_20190816_S1_P19_B5_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P19_B5_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P19_B5_annotations_corrected.Actn2_cell3.jpg,3,4
4,5500000014_63X_20190816_S1_P19_B5_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S1_P19_B5_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P19_B5_annotations_corrected.Actn2_cell6.jpg,4,3
1,5500000014_63X_20190816_S1_P20_B2_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P20_B2_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P20_B2_annotations_corrected.Actn2_cell3.jpg,5,4
4,5500000014_63X_20190816_S1_P20_B2_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S1_P20_B2_annotations_corrected.Actn2_cell5.jpg,3,4
6,5500000014_63X_20190816_S1_P20_B2_annotations_corrected.Actn2_cell6.jpg,2,2
1,5500000014_63X_20190816_S1_P20_B3_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P20_B3_annotations_corrected.Actn2_cell2.jpg,3,2
3,5500000014_63X_20190816_S1_P20_B3_annotations_corrected.Actn2_cell3.jpg,3,2
4,5500000014_63X_20190816_S1_P20_B3_annotations_corrected.Actn2_cell4.jpg,3,2
5,5500000014_63X_20190816_S1_P20_B3_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P20_B3_annotations_corrected.Actn2_cell6.jpg,4,3
7,5500000014_63X_20190816_S1_P20_B3_annotations_corrected.Actn2_cell7.jpg,3,3
1,5500000014_63X_20190816_S1_P20_B4_annotations_corrected.Actn2_cell1.jpg,2,2
2,5500000014_63X_20190816_S1_P20_B4_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P20_B4_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P20_B4_annotations_corrected.Actn2_cell4.jpg,3,5
5,5500000014_63X_20190816_S1_P20_B4_annotations_corrected.Actn2_cell5.jpg,2,2
6,5500000014_63X_20190816_S1_P20_B4_annotations_corrected.Actn2_cell6.jpg,3,2
7,5500000014_63X_20190816_S1_P20_B4_annotations_corrected.Actn2_cell7.jpg,4,4
8,5500000014_63X_20190816_S1_P20_B4_annotations_corrected.Actn2_cell8.jpg,3,3
1,5500000014_63X_20190816_S1_P20_B5_annotations_corrected.Actn2_cell1.jpg,5,4
2,5500000014_63X_20190816_S1_P20_B5_annotations_corrected.Actn2_cell2.jpg,3,4
3,5500000014_63X_20190816_S1_P20_B5_annotations_corrected.Actn2_cell3.jpg,5,4
1,5500000014_63X_20190816_S1_P21_B2_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P21_B2_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P21_B2_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P21_B2_annotations_corrected.Actn2_cell4.jpg,0,0
5,5500000014_63X_20190816_S1_P21_B2_annotations_corrected.Actn2_cell5.jpg,4,3
1,5500000014_63X_20190816_S1_P21_B3_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P21_B3_annotations_corrected.Actn2_cell2.jpg,5,5
3,5500000014_63X_20190816_S1_P21_B3_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P21_B3_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P21_B3_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S1_P21_B3_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P21_B3_annotations_corrected.Actn2_cell7.jpg,3,3
8,5500000014_63X_20190816_S1_P21_B3_annotations_corrected.Actn2_cell8.jpg,4,4
9,5500000014_63X_20190816_S1_P21_B3_annotations_corrected.Actn2_cell9.jpg,3,4
1,5500000014_63X_20190816_S1_P21_B4_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P21_B4_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P21_B4_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P21_B4_annotations_corrected.Actn2_cell4.jpg,0,0
5,5500000014_63X_20190816_S1_P21_B4_annotations_corrected.Actn2_cell5.jpg,0,0
6,5500000014_63X_20190816_S1_P21_B4_annotations_corrected.Actn2_cell6.jpg,3,2
7,5500000014_63X_20190816_S1_P21_B4_annotations_corrected.Actn2_cell7.jpg,4,3
8,5500000014_63X_20190816_S1_P21_B4_annotations_corrected.Actn2_cell8.jpg,2,2
9,5500000014_63X_20190816_S1_P21_B4_annotations_corrected.Actn2_cell9.jpg,0,0
1,5500000014_63X_20190816_S1_P21_B5_annotations_corrected.Actn2_cell1.jpg,3,4
2,5500000014_63X_20190816_S1_P21_B5_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P21_B5_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P21_B5_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S1_P21_B5_annotations_corrected.Actn2_cell5.jpg,0,0
6,5500000014_63X_20190816_S1_P21_B5_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P21_B5_annotations_corrected.Actn2_cell7.jpg,4,4
8,5500000014_63X_20190816_S1_P21_B5_annotations_corrected.Actn2_cell8.jpg,4,4
9,5500000014_63X_20190816_S1_P21_B5_annotations_corrected.Actn2_cell9.jpg,0,0
10,5500000014_63X_20190816_S1_P21_B5_annotations_corrected.Actn2_cell10.jpg,3,3
11,5500000014_63X_20190816_S1_P21_B5_annotations_corrected.Actn2_cell11.jpg,4,3
12,5500000014_63X_20190816_S1_P21_B5_annotations_corrected.Actn2_cell12.jpg,0,0
13,5500000014_63X_20190816_S1_P21_B5_annotations_corrected.Actn2_cell13.jpg,3,3
1,5500000014_63X_20190816_S1_P22_B2_annotations_corrected.Actn2_cell1.jpg,3,2
2,5500000014_63X_20190816_S1_P22_B2_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P22_B2_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P22_B2_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P22_B2_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S1_P22_B2_annotations_corrected.Actn2_cell6.jpg,4,3
7,5500000014_63X_20190816_S1_P22_B2_annotations_corrected.Actn2_cell7.jpg,4,3
8,5500000014_63X_20190816_S1_P22_B2_annotations_corrected.Actn2_cell8.jpg,4,3
9,5500000014_63X_20190816_S1_P22_B2_annotations_corrected.Actn2_cell9.jpg,4,4
10,5500000014_63X_20190816_S1_P22_B2_annotations_corrected.Actn2_cell10.jpg,3,3
11,5500000014_63X_20190816_S1_P22_B2_annotations_corrected.Actn2_cell11.jpg,3,3
1,5500000014_63X_20190816_S1_P22_B3_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P22_B3_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P22_B3_annotations_corrected.Actn2_cell3.jpg,3,4
4,5500000014_63X_20190816_S1_P22_B3_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P22_B3_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S1_P22_B3_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P22_B3_annotations_corrected.Actn2_cell7.jpg,4,4
8,5500000014_63X_20190816_S1_P22_B3_annotations_corrected.Actn2_cell8.jpg,4,4
9,5500000014_63X_20190816_S1_P22_B3_annotations_corrected.Actn2_cell9.jpg,2,2
10,5500000014_63X_20190816_S1_P22_B3_annotations_corrected.Actn2_cell10.jpg,4,3
11,5500000014_63X_20190816_S1_P22_B3_annotations_corrected.Actn2_cell11.jpg,3,3
12,5500000014_63X_20190816_S1_P22_B3_annotations_corrected.Actn2_cell12.jpg,4,4
13,5500000014_63X_20190816_S1_P22_B3_annotations_corrected.Actn2_cell13.jpg,5,4
14,5500000014_63X_20190816_S1_P22_B3_annotations_corrected.Actn2_cell14.jpg,3,2
1,5500000014_63X_20190816_S1_P22_B4_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P22_B4_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P22_B4_annotations_corrected.Actn2_cell3.jpg,4,3
4,5500000014_63X_20190816_S1_P22_B4_annotations_corrected.Actn2_cell4.jpg,5,4
5,5500000014_63X_20190816_S1_P22_B4_annotations_corrected.Actn2_cell5.jpg,3,2
6,5500000014_63X_20190816_S1_P22_B4_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P22_B4_annotations_corrected.Actn2_cell7.jpg,4,3
1,5500000014_63X_20190816_S1_P22_B5_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P22_B5_annotations_corrected.Actn2_cell2.jpg,0,0
3,5500000014_63X_20190816_S1_P22_B5_annotations_corrected.Actn2_cell3.jpg,4,3
4,5500000014_63X_20190816_S1_P22_B5_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P22_B5_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S1_P22_B5_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P22_B5_annotations_corrected.Actn2_cell7.jpg,0,0
8,5500000014_63X_20190816_S1_P22_B5_annotations_corrected.Actn2_cell8.jpg,4,3
9,5500000014_63X_20190816_S1_P22_B5_annotations_corrected.Actn2_cell9.jpg,4,4
10,5500000014_63X_20190816_S1_P22_B5_annotations_corrected.Actn2_cell10.jpg,4,4
11,5500000014_63X_20190816_S1_P22_B5_annotations_corrected.Actn2_cell11.jpg,3,3
12,5500000014_63X_20190816_S1_P22_B5_annotations_corrected.Actn2_cell12.jpg,4,4
13,5500000014_63X_20190816_S1_P22_B5_annotations_corrected.Actn2_cell13.jpg,3,3
14,5500000014_63X_20190816_S1_P22_B5_annotations_corrected.Actn2_cell14.jpg,5,4
15,5500000014_63X_20190816_S1_P22_B5_annotations_corrected.Actn2_cell15.jpg,4,3
1,5500000014_63X_20190816_S1_P23_B2_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P23_B2_annotations_corrected.Actn2_cell2.jpg,3,4
3,5500000014_63X_20190816_S1_P23_B2_annotations_corrected.Actn2_cell3.jpg,0,0
4,5500000014_63X_20190816_S1_P23_B2_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P23_B2_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P23_B2_annotations_corrected.Actn2_cell6.jpg,0,0
7,5500000014_63X_20190816_S1_P23_B2_annotations_corrected.Actn2_cell7.jpg,3,3
1,5500000014_63X_20190816_S1_P23_B3_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P23_B3_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P23_B3_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P23_B3_annotations_corrected.Actn2_cell4.jpg,-1,-1
5,5500000014_63X_20190816_S1_P23_B3_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P23_B3_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P23_B3_annotations_corrected.Actn2_cell7.jpg,3,3
1,5500000014_63X_20190816_S1_P23_B4_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P23_B4_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P23_B4_annotations_corrected.Actn2_cell3.jpg,5,4
4,5500000014_63X_20190816_S1_P23_B4_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P23_B4_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S1_P23_B4_annotations_corrected.Actn2_cell6.jpg,5,4
7,5500000014_63X_20190816_S1_P23_B4_annotations_corrected.Actn2_cell7.jpg,3,3
1,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell4.jpg,3,4
5,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell7.jpg,4,3
8,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell8.jpg,4,3
9,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell9.jpg,4,4
10,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell10.jpg,3,3
11,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell11.jpg,4,3
12,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell12.jpg,4,4
13,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell13.jpg,3,3
14,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell14.jpg,3,3
15,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell15.jpg,4,3
16,5500000014_63X_20190816_S1_P23_B5_annotations_corrected.Actn2_cell16.jpg,3,3
1,5500000014_63X_20190816_S1_P24_B2_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P24_B2_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P24_B2_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P24_B2_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P24_B2_annotations_corrected.Actn2_cell5.jpg,4,3
6,5500000014_63X_20190816_S1_P24_B2_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P24_B2_annotations_corrected.Actn2_cell7.jpg,3,3
8,5500000014_63X_20190816_S1_P24_B2_annotations_corrected.Actn2_cell8.jpg,4,3
1,5500000014_63X_20190816_S1_P24_B3_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P24_B3_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P24_B3_annotations_corrected.Actn2_cell3.jpg,0,0
4,5500000014_63X_20190816_S1_P24_B3_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P24_B3_annotations_corrected.Actn2_cell5.jpg,3,4
6,5500000014_63X_20190816_S1_P24_B3_annotations_corrected.Actn2_cell6.jpg,4,3
7,5500000014_63X_20190816_S1_P24_B3_annotations_corrected.Actn2_cell7.jpg,3,3
8,5500000014_63X_20190816_S1_P24_B3_annotations_corrected.Actn2_cell8.jpg,3,4
9,5500000014_63X_20190816_S1_P24_B3_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P24_B3_annotations_corrected.Actn2_cell10.jpg,4,4
11,5500000014_63X_20190816_S1_P24_B3_annotations_corrected.Actn2_cell11.jpg,3,3
1,5500000014_63X_20190816_S1_P24_B4_annotations_corrected.Actn2_cell1.jpg,3,4
2,5500000014_63X_20190816_S1_P24_B4_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P24_B4_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P24_B4_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S1_P24_B4_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P24_B4_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P24_B4_annotations_corrected.Actn2_cell7.jpg,2,2
1,5500000014_63X_20190816_S1_P24_B5_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P24_B5_annotations_corrected.Actn2_cell2.jpg,2,1
3,5500000014_63X_20190816_S1_P24_B5_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P24_B5_annotations_corrected.Actn2_cell4.jpg,4,3
5,5500000014_63X_20190816_S1_P24_B5_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S1_P24_B5_annotations_corrected.Actn2_cell6.jpg,3,4
7,5500000014_63X_20190816_S1_P24_B5_annotations_corrected.Actn2_cell7.jpg,4,4
8,5500000014_63X_20190816_S1_P24_B5_annotations_corrected.Actn2_cell8.jpg,4,3
1,5500000014_63X_20190816_S1_P25_B2_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P25_B2_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P25_B2_annotations_corrected.Actn2_cell3.jpg,3,3
