cell_num,file_name,mh_score,kg_score
3,5500000014_63X_20190816_S1_P8_B4_annotations_corrected.Actn2_cell3.jpg,1,1
4,5500000014_63X_20190816_S1_P8_B4_annotations_corrected.Actn2_cell4.jpg,3,3
1,5500000014_63X_20190816_S1_P8_B5_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P8_B5_annotations_corrected.Actn2_cell2.jpg,5,4
3,5500000014_63X_20190816_S1_P8_B5_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P8_B5_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P8_B5_annotations_corrected.Actn2_cell5.jpg,4,3
6,5500000014_63X_20190816_S1_P8_B5_annotations_corrected.Actn2_cell6.jpg,4,4
1,5500000014_63X_20190816_S1_P9_B2_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P9_B2_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P9_B2_annotations_corrected.Actn2_cell3.jpg,5,4
4,5500000014_63X_20190816_S1_P9_B2_annotations_corrected.Actn2_cell4.jpg,3,4
5,5500000014_63X_20190816_S1_P9_B2_annotations_corrected.Actn2_cell5.jpg,5,4
6,5500000014_63X_20190816_S1_P9_B2_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P9_B2_annotations_corrected.Actn2_cell7.jpg,4,4
1,5500000014_63X_20190816_S1_P9_B3_annotations_corrected.Actn2_cell1.jpg,1,2
2,5500000014_63X_20190816_S1_P9_B3_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P9_B3_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P9_B3_annotations_corrected.Actn2_cell4.jpg,4,3
5,5500000014_63X_20190816_S1_P9_B3_annotations_corrected.Actn2_cell5.jpg,2,3
6,5500000014_63X_20190816_S1_P9_B3_annotations_corrected.Actn2_cell6.jpg,3,3
1,5500000014_63X_20190816_S1_P9_B4_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P9_B4_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P9_B4_annotations_corrected.Actn2_cell3.jpg,4,3
4,5500000014_63X_20190816_S1_P9_B4_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S1_P9_B4_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P9_B4_annotations_corrected.Actn2_cell6.jpg,4,3
7,5500000014_63X_20190816_S1_P9_B4_annotations_corrected.Actn2_cell7.jpg,3,3
8,5500000014_63X_20190816_S1_P9_B4_annotations_corrected.Actn2_cell8.jpg,3,4
9,5500000014_63X_20190816_S1_P9_B4_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P9_B4_annotations_corrected.Actn2_cell10.jpg,3,3
11,5500000014_63X_20190816_S1_P9_B4_annotations_corrected.Actn2_cell11.jpg,3,3
12,5500000014_63X_20190816_S1_P9_B4_annotations_corrected.Actn2_cell12.jpg,3,3
13,5500000014_63X_20190816_S1_P9_B4_annotations_corrected.Actn2_cell13.jpg,0,0
1,5500000014_63X_20190816_S1_P9_B5_annotations_corrected.Actn2_cell1.jpg,2,2
2,5500000014_63X_20190816_S1_P9_B5_annotations_corrected.Actn2_cell2.jpg,2,3
3,5500000014_63X_20190816_S1_P9_B5_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P9_B5_annotations_corrected.Actn2_cell4.jpg,3,2
5,5500000014_63X_20190816_S1_P9_B5_annotations_corrected.Actn2_cell5.jpg,2,2
6,5500000014_63X_20190816_S1_P9_B5_annotations_corrected.Actn2_cell6.jpg,1,1
1,5500000014_63X_20190816_S1_P10_B2_annotations_corrected.Actn2_cell1.jpg,3,4
2,5500000014_63X_20190816_S1_P10_B2_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P10_B2_annotations_corrected.Actn2_cell3.jpg,0,0
4,5500000014_63X_20190816_S1_P10_B2_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P10_B2_annotations_corrected.Actn2_cell5.jpg,3,4
6,5500000014_63X_20190816_S1_P10_B2_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P10_B2_annotations_corrected.Actn2_cell7.jpg,2,2
8,5500000014_63X_20190816_S1_P10_B2_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P10_B2_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P10_B2_annotations_corrected.Actn2_cell10.jpg,3,3
11,5500000014_63X_20190816_S1_P10_B2_annotations_corrected.Actn2_cell11.jpg,-1,-1
1,5500000014_63X_20190816_S1_P10_B3_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P10_B3_annotations_corrected.Actn2_cell2.jpg,5,4
3,5500000014_63X_20190816_S1_P10_B3_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P10_B3_annotations_corrected.Actn2_cell4.jpg,2,3
5,5500000014_63X_20190816_S1_P10_B3_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P10_B3_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P10_B3_annotations_corrected.Actn2_cell7.jpg,4,3
8,5500000014_63X_20190816_S1_P10_B3_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P10_B3_annotations_corrected.Actn2_cell9.jpg,4,4
10,5500000014_63X_20190816_S1_P10_B3_annotations_corrected.Actn2_cell10.jpg,4,3
1,5500000014_63X_20190816_S1_P10_B4_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P10_B4_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P10_B4_annotations_corrected.Actn2_cell3.jpg,4,3
4,5500000014_63X_20190816_S1_P10_B4_annotations_corrected.Actn2_cell4.jpg,3,4
5,5500000014_63X_20190816_S1_P10_B4_annotations_corrected.Actn2_cell5.jpg,5,4
6,5500000014_63X_20190816_S1_P10_B4_annotations_corrected.Actn2_cell6.jpg,4,4
1,5500000014_63X_20190816_S1_P10_B5_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P10_B5_annotations_corrected.Actn2_cell2.jpg,0,0
3,5500000014_63X_20190816_S1_P10_B5_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P10_B5_annotations_corrected.Actn2_cell4.jpg,4,3
5,5500000014_63X_20190816_S1_P10_B5_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P10_B5_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P10_B5_annotations_corrected.Actn2_cell7.jpg,3,3
1,5500000014_63X_20190816_S1_P11_B2_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P11_B2_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P11_B2_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P11_B2_annotations_corrected.Actn2_cell4.jpg,4,3
5,5500000014_63X_20190816_S1_P11_B2_annotations_corrected.Actn2_cell5.jpg,5,5
6,5500000014_63X_20190816_S1_P11_B2_annotations_corrected.Actn2_cell6.jpg,1,2
7,5500000014_63X_20190816_S1_P11_B2_annotations_corrected.Actn2_cell7.jpg,3,3
8,5500000014_63X_20190816_S1_P11_B2_annotations_corrected.Actn2_cell8.jpg,1,1
1,5500000014_63X_20190816_S1_P11_B3_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P11_B3_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P11_B3_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P11_B3_annotations_corrected.Actn2_cell4.jpg,3,4
5,5500000014_63X_20190816_S1_P11_B3_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P11_B3_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P11_B3_annotations_corrected.Actn2_cell7.jpg,3,3
8,5500000014_63X_20190816_S1_P11_B3_annotations_corrected.Actn2_cell8.jpg,2,2
1,5500000014_63X_20190816_S1_P11_B4_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P11_B4_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P11_B4_annotations_corrected.Actn2_cell3.jpg,1,2
4,5500000014_63X_20190816_S1_P11_B4_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P11_B4_annotations_corrected.Actn2_cell5.jpg,4,4
1,5500000014_63X_20190816_S1_P11_B5_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P11_B5_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P11_B5_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P11_B5_annotations_corrected.Actn2_cell4.jpg,4,4
1,5500000014_63X_20190816_S1_P12_B2_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P12_B2_annotations_corrected.Actn2_cell2.jpg,5,4
3,5500000014_63X_20190816_S1_P12_B2_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P12_B2_annotations_corrected.Actn2_cell4.jpg,5,4
5,5500000014_63X_20190816_S1_P12_B2_annotations_corrected.Actn2_cell5.jpg,4,3
6,5500000014_63X_20190816_S1_P12_B2_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P12_B2_annotations_corrected.Actn2_cell7.jpg,3,4
8,5500000014_63X_20190816_S1_P12_B2_annotations_corrected.Actn2_cell8.jpg,4,3
9,5500000014_63X_20190816_S1_P12_B2_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P12_B2_annotations_corrected.Actn2_cell10.jpg,4,4
11,5500000014_63X_20190816_S1_P12_B2_annotations_corrected.Actn2_cell11.jpg,3,3
12,5500000014_63X_20190816_S1_P12_B2_annotations_corrected.Actn2_cell12.jpg,4,4
13,5500000014_63X_20190816_S1_P12_B2_annotations_corrected.Actn2_cell13.jpg,4,3
14,5500000014_63X_20190816_S1_P12_B2_annotations_corrected.Actn2_cell14.jpg,3,4
1,5500000014_63X_20190816_S1_P12_B3_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P12_B3_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P12_B3_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P12_B3_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P12_B3_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P12_B3_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P12_B3_annotations_corrected.Actn2_cell7.jpg,4,4
8,5500000014_63X_20190816_S1_P12_B3_annotations_corrected.Actn2_cell8.jpg,4,3
9,5500000014_63X_20190816_S1_P12_B3_annotations_corrected.Actn2_cell9.jpg,5,5
10,5500000014_63X_20190816_S1_P12_B3_annotations_corrected.Actn2_cell10.jpg,4,4
11,5500000014_63X_20190816_S1_P12_B3_annotations_corrected.Actn2_cell11.jpg,3,3
1,5500000014_63X_20190816_S1_P12_B4_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P12_B4_annotations_corrected.Actn2_cell2.jpg,4,3
1,5500000014_63X_20190816_S1_P12_B5_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P12_B5_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P12_B5_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P12_B5_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P12_B5_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P12_B5_annotations_corrected.Actn2_cell6.jpg,0,0
7,5500000014_63X_20190816_S1_P12_B5_annotations_corrected.Actn2_cell7.jpg,4,4
1,5500000014_63X_20190816_S1_P13_B2_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P13_B2_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P13_B2_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P13_B2_annotations_corrected.Actn2_cell4.jpg,3,3
1,5500000014_63X_20190816_S1_P13_B3_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P13_B3_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P13_B3_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P13_B3_annotations_corrected.Actn2_cell4.jpg,3,4
5,5500000014_63X_20190816_S1_P13_B3_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S1_P13_B3_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P13_B3_annotations_corrected.Actn2_cell7.jpg,4,4
8,5500000014_63X_20190816_S1_P13_B3_annotations_corrected.Actn2_cell8.jpg,4,4
9,5500000014_63X_20190816_S1_P13_B3_annotations_corrected.Actn2_cell9.jpg,5,4
10,5500000014_63X_20190816_S1_P13_B3_annotations_corrected.Actn2_cell10.jpg,3,3
11,5500000014_63X_20190816_S1_P13_B3_annotations_corrected.Actn2_cell11.jpg,4,5
12,5500000014_63X_20190816_S1_P13_B3_annotations_corrected.Actn2_cell12.jpg,4,4
13,5500000014_63X_20190816_S1_P13_B3_annotations_corrected.Actn2_cell13.jpg,4,4
14,5500000014_63X_20190816_S1_P13_B3_annotations_corrected.Actn2_cell14.jpg,4,4
15,5500000014_63X_20190816_S1_P13_B3_annotations_corrected.Actn2_cell15.jpg,1,2
1,5500000014_63X_20190816_S1_P13_B4_annotations_corrected.Actn2_cell1.jpg,1,1
2,5500000014_63X_20190816_S1_P13_B4_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P13_B4_annotations_corrected.Actn2_cell3.jpg,3,3
1,5500000014_63X_20190816_S1_P13_B5_annotations_corrected.Actn2_cell1.jpg,3,4
2,5500000014_63X_20190816_S1_P13_B5_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P13_B5_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P13_B5_annotations_corrected.Actn2_cell4.jpg,3,4
5,5500000014_63X_20190816_S1_P13_B5_annotations_corrected.Actn2_cell5.jpg,4,3
6,5500000014_63X_20190816_S1_P13_B5_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P13_B5_annotations_corrected.Actn2_cell7.jpg,4,4
8,5500000014_63X_20190816_S1_P13_B5_annotations_corrected.Actn2_cell8.jpg,1,2
1,5500000014_63X_20190816_S1_P14_B2_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P14_B2_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P14_B2_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P14_B2_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P14_B2_annotations_corrected.Actn2_cell5.jpg,4,3
6,5500000014_63X_20190816_S1_P14_B2_annotations_corrected.Actn2_cell6.jpg,3,4
7,5500000014_63X_20190816_S1_P14_B2_annotations_corrected.Actn2_cell7.jpg,3,4
8,5500000014_63X_20190816_S1_P14_B2_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P14_B2_annotations_corrected.Actn2_cell9.jpg,-1,-1
1,5500000014_63X_20190816_S1_P14_B3_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P14_B3_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P14_B3_annotations_corrected.Actn2_cell3.jpg,4,3
4,5500000014_63X_20190816_S1_P14_B3_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P14_B3_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P14_B3_annotations_corrected.Actn2_cell6.jpg,3,4
7,5500000014_63X_20190816_S1_P14_B3_annotations_corrected.Actn2_cell7.jpg,3,3
8,5500000014_63X_20190816_S1_P14_B3_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P14_B3_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P14_B3_annotations_corrected.Actn2_cell10.jpg,1,1
1,5500000014_63X_20190816_S1_P14_B4_annotations_corrected.Actn2_cell1.jpg,5,5
2,5500000014_63X_20190816_S1_P14_B4_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P14_B4_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P14_B4_annotations_corrected.Actn2_cell4.jpg,2,2
5,5500000014_63X_20190816_S1_P14_B4_annotations_corrected.Actn2_cell5.jpg,5,5
6,5500000014_63X_20190816_S1_P14_B4_annotations_corrected.Actn2_cell6.jpg,4,4
1,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell1.jpg,3,4
2,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell3.jpg,3,4
4,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell5.jpg,2,2
6,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell6.jpg,3,4
7,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell7.jpg,3,4
8,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell9.jpg,3,4
10,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell10.jpg,3,3
11,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell11.jpg,3,3
12,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell12.jpg,4,4
13,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell13.jpg,3,3
14,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell14.jpg,3,4
15,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell15.jpg,3,3
16,5500000014_63X_20190816_S1_P14_B5_annotations_corrected.Actn2_cell16.jpg,3,3
1,5500000014_63X_20190816_S1_P15_B2_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P15_B2_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P15_B2_annotations_corrected.Actn2_cell3.jpg,4,3
4,5500000014_63X_20190816_S1_P15_B2_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P15_B2_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P15_B2_annotations_corrected.Actn2_cell6.jpg,3,2
7,5500000014_63X_20190816_S1_P15_B2_annotations_corrected.Actn2_cell7.jpg,4,3
8,5500000014_63X_20190816_S1_P15_B2_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P15_B2_annotations_corrected.Actn2_cell9.jpg,3,2
10,5500000014_63X_20190816_S1_P15_B2_annotations_corrected.Actn2_cell10.jpg,3,2
1,5500000014_63X_20190816_S1_P15_B3_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P15_B3_annotations_corrected.Actn2_cell2.jpg,0,0
3,5500000014_63X_20190816_S1_P15_B3_annotations_corrected.Actn2_cell3.jpg,0,0
4,5500000014_63X_20190816_S1_P15_B3_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S1_P15_B3_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P15_B3_annotations_corrected.Actn2_cell6.jpg,3,2
7,5500000014_63X_20190816_S1_P15_B3_annotations_corrected.Actn2_cell7.jpg,3,3
8,5500000014_63X_20190816_S1_P15_B3_annotations_corrected.Actn2_cell8.jpg,3,2
9,5500000014_63X_20190816_S1_P15_B3_annotations_corrected.Actn2_cell9.jpg,-1,-1
10,5500000014_63X_20190816_S1_P15_B3_annotations_corrected.Actn2_cell10.jpg,0,0
1,5500000014_63X_20190816_S1_P15_B4_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P15_B4_annotations_corrected.Actn2_cell2.jpg,4,4
3,5500000014_63X_20190816_S1_P15_B4_annotations_corrected.Actn2_cell3.jpg,3,2
4,5500000014_63X_20190816_S1_P15_B4_annotations_corrected.Actn2_cell4.jpg,3,3
5,5500000014_63X_20190816_S1_P15_B4_annotations_corrected.Actn2_cell5.jpg,3,3
6,5500000014_63X_20190816_S1_P15_B4_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P15_B4_annotations_corrected.Actn2_cell7.jpg,3,3
1,5500000014_63X_20190816_S1_P15_B5_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P15_B5_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P15_B5_annotations_corrected.Actn2_cell3.jpg,3,2
4,5500000014_63X_20190816_S1_P15_B5_annotations_corrected.Actn2_cell4.jpg,2,2
1,5500000014_63X_20190816_S1_P16_B2_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P16_B2_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P16_B2_annotations_corrected.Actn2_cell3.jpg,3,4
4,5500000014_63X_20190816_S1_P16_B2_annotations_corrected.Actn2_cell4.jpg,3,2
5,5500000014_63X_20190816_S1_P16_B2_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S1_P16_B2_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P16_B2_annotations_corrected.Actn2_cell7.jpg,5,4
8,5500000014_63X_20190816_S1_P16_B2_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P16_B2_annotations_corrected.Actn2_cell9.jpg,0,1
10,5500000014_63X_20190816_S1_P16_B2_annotations_corrected.Actn2_cell10.jpg,4,3
11,5500000014_63X_20190816_S1_P16_B2_annotations_corrected.Actn2_cell11.jpg,3,3
12,5500000014_63X_20190816_S1_P16_B2_annotations_corrected.Actn2_cell12.jpg,3,2
1,5500000014_63X_20190816_S1_P16_B3_annotations_corrected.Actn2_cell1.jpg,3,4
2,5500000014_63X_20190816_S1_P16_B3_annotations_corrected.Actn2_cell2.jpg,4,3
3,5500000014_63X_20190816_S1_P16_B3_annotations_corrected.Actn2_cell3.jpg,4,3
4,5500000014_63X_20190816_S1_P16_B3_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S1_P16_B3_annotations_corrected.Actn2_cell5.jpg,5,4
6,5500000014_63X_20190816_S1_P16_B3_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P16_B3_annotations_corrected.Actn2_cell7.jpg,4,3
8,5500000014_63X_20190816_S1_P16_B3_annotations_corrected.Actn2_cell8.jpg,4,4
9,5500000014_63X_20190816_S1_P16_B3_annotations_corrected.Actn2_cell9.jpg,5,4
10,5500000014_63X_20190816_S1_P16_B3_annotations_corrected.Actn2_cell10.jpg,3,3
11,5500000014_63X_20190816_S1_P16_B3_annotations_corrected.Actn2_cell11.jpg,3,3
1,5500000014_63X_20190816_S1_P16_B4_annotations_corrected.Actn2_cell1.jpg,3,3
2,5500000014_63X_20190816_S1_P16_B4_annotations_corrected.Actn2_cell2.jpg,0,0
3,5500000014_63X_20190816_S1_P16_B4_annotations_corrected.Actn2_cell3.jpg,1,1
4,5500000014_63X_20190816_S1_P16_B4_annotations_corrected.Actn2_cell4.jpg,-1,-1
5,5500000014_63X_20190816_S1_P16_B4_annotations_corrected.Actn2_cell5.jpg,4,3
6,5500000014_63X_20190816_S1_P16_B4_annotations_corrected.Actn2_cell6.jpg,3,3
7,5500000014_63X_20190816_S1_P16_B4_annotations_corrected.Actn2_cell7.jpg,4,3
8,5500000014_63X_20190816_S1_P16_B4_annotations_corrected.Actn2_cell8.jpg,3,4
9,5500000014_63X_20190816_S1_P16_B4_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P16_B4_annotations_corrected.Actn2_cell10.jpg,3,3
11,5500000014_63X_20190816_S1_P16_B4_annotations_corrected.Actn2_cell11.jpg,1,2
1,5500000014_63X_20190816_S1_P16_B5_annotations_corrected.Actn2_cell1.jpg,4,3
2,5500000014_63X_20190816_S1_P16_B5_annotations_corrected.Actn2_cell2.jpg,3,3
3,5500000014_63X_20190816_S1_P16_B5_annotations_corrected.Actn2_cell3.jpg,3,3
4,5500000014_63X_20190816_S1_P16_B5_annotations_corrected.Actn2_cell4.jpg,4,4
5,5500000014_63X_20190816_S1_P16_B5_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S1_P16_B5_annotations_corrected.Actn2_cell6.jpg,-1,-1
7,5500000014_63X_20190816_S1_P16_B5_annotations_corrected.Actn2_cell7.jpg,-1,-1
8,5500000014_63X_20190816_S1_P16_B5_annotations_corrected.Actn2_cell8.jpg,3,3
9,5500000014_63X_20190816_S1_P16_B5_annotations_corrected.Actn2_cell9.jpg,3,3
10,5500000014_63X_20190816_S1_P16_B5_annotations_corrected.Actn2_cell10.jpg,-1,-1
11,5500000014_63X_20190816_S1_P16_B5_annotations_corrected.Actn2_cell11.jpg,0,0
12,5500000014_63X_20190816_S1_P16_B5_annotations_corrected.Actn2_cell12.jpg,3,3
13,5500000014_63X_20190816_S1_P16_B5_annotations_corrected.Actn2_cell13.jpg,0,0
14,5500000014_63X_20190816_S1_P16_B5_annotations_corrected.Actn2_cell14.jpg,3,3
1,5500000014_63X_20190816_S1_P17_B2_annotations_corrected.Actn2_cell1.jpg,4,4
2,5500000014_63X_20190816_S1_P17_B2_annotations_corrected.Actn2_cell2.jpg,5,4
3,5500000014_63X_20190816_S1_P17_B2_annotations_corrected.Actn2_cell3.jpg,4,4
4,5500000014_63X_20190816_S1_P17_B2_annotations_corrected.Actn2_cell4.jpg,5,4
5,5500000014_63X_20190816_S1_P17_B2_annotations_corrected.Actn2_cell5.jpg,4,4
6,5500000014_63X_20190816_S1_P17_B2_annotations_corrected.Actn2_cell6.jpg,4,4
7,5500000014_63X_20190816_S1_P17_B2_annotations_corrected.Actn2_cell7.jpg,3,3
