,cell_num,file_name,probe_561_loc_score,probe_638_loc_score
48,2,5500000014_63X_20190816_S1_P2_B4_annotations_corrected.Actn2_cell2.jpg,,
49,1,5500000014_63X_20190816_S1_P2_B5_annotations_corrected.Actn2_cell1.jpg,,
50,2,5500000014_63X_20190816_S1_P2_B5_annotations_corrected.Actn2_cell2.jpg,,
51,3,5500000014_63X_20190816_S1_P2_B5_annotations_corrected.Actn2_cell3.jpg,,
52,4,5500000014_63X_20190816_S1_P2_B5_annotations_corrected.Actn2_cell4.jpg,,
53,5,5500000014_63X_20190816_S1_P2_B5_annotations_corrected.Actn2_cell5.jpg,,
54,1,5500000014_63X_20190816_S1_P3_B2_annotations_corrected.Actn2_cell1.jpg,,
55,1,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell1.jpg,0,0
56,2,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell2.jpg,2,n
57,3,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell3.jpg,n,2
58,4,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell4.jpg,0,0
59,5,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell5.jpg,0,n
60,6,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell6.jpg,0,0
61,7,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell7.jpg,n,2
62,8,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell8.jpg,0,n
63,1,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell1.jpg,,
64,2,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell2.jpg,,
65,3,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell3.jpg,,
66,4,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell4.jpg,,
67,5,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell5.jpg,,
68,6,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell6.jpg,,
69,7,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell7.jpg,,
70,8,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell8.jpg,,
71,9,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell9.jpg,,
72,10,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell10.jpg,,
73,11,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell11.jpg,,
74,12,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell12.jpg,,
75,13,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell13.jpg,,
76,14,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell14.jpg,,
77,15,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell15.jpg,,
78,16,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell16.jpg,,
79,17,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell17.jpg,,
80,1,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell1.jpg,,
81,2,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell2.jpg,,
82,3,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell3.jpg,,
83,4,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell4.jpg,,
84,5,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell5.jpg,,
85,6,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell6.jpg,,
86,7,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell7.jpg,,
87,8,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell8.jpg,,
88,9,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell9.jpg,,
89,1,5500000014_63X_20190816_S1_P4_B2_annotations_corrected.Actn2_cell1.jpg,,
90,2,5500000014_63X_20190816_S1_P4_B2_annotations_corrected.Actn2_cell2.jpg,,
91,3,5500000014_63X_20190816_S1_P4_B2_annotations_corrected.Actn2_cell3.jpg,,
92,4,5500000014_63X_20190816_S1_P4_B2_annotations_corrected.Actn2_cell4.jpg,,
93,5,5500000014_63X_20190816_S1_P4_B2_annotations_corrected.Actn2_cell5.jpg,,
94,6,5500000014_63X_20190816_S1_P4_B2_annotations_corrected.Actn2_cell6.jpg,,
95,1,5500000014_63X_20190816_S1_P4_B3_annotations_corrected.Actn2_cell1.jpg,n,0
96,2,5500000014_63X_20190816_S1_P4_B3_annotations_corrected.Actn2_cell2.jpg,n,0
97,3,5500000014_63X_20190816_S1_P4_B3_annotations_corrected.Actn2_cell3.jpg,n,2
98,4,5500000014_63X_20190816_S1_P4_B3_annotations_corrected.Actn2_cell4.jpg,n,2
99,5,5500000014_63X_20190816_S1_P4_B3_annotations_corrected.Actn2_cell5.jpg,0,2
100,6,5500000014_63X_20190816_S1_P4_B3_annotations_corrected.Actn2_cell6.jpg,n,2
101,1,5500000014_63X_20190816_S1_P4_B4_annotations_corrected.Actn2_cell1.jpg,,
102,2,5500000014_63X_20190816_S1_P4_B4_annotations_corrected.Actn2_cell2.jpg,,
103,3,5500000014_63X_20190816_S1_P4_B4_annotations_corrected.Actn2_cell3.jpg,,
104,4,5500000014_63X_20190816_S1_P4_B4_annotations_corrected.Actn2_cell4.jpg,,
105,5,5500000014_63X_20190816_S1_P4_B4_annotations_corrected.Actn2_cell5.jpg,,
106,6,5500000014_63X_20190816_S1_P4_B4_annotations_corrected.Actn2_cell6.jpg,,
107,1,5500000014_63X_20190816_S1_P4_B5_annotations_corrected.Actn2_cell1.jpg,,
108,2,5500000014_63X_20190816_S1_P4_B5_annotations_corrected.Actn2_cell2.jpg,,
109,3,5500000014_63X_20190816_S1_P4_B5_annotations_corrected.Actn2_cell3.jpg,,
110,4,5500000014_63X_20190816_S1_P4_B5_annotations_corrected.Actn2_cell4.jpg,,
111,5,5500000014_63X_20190816_S1_P4_B5_annotations_corrected.Actn2_cell5.jpg,,
112,1,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell1.jpg,,
113,2,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell2.jpg,,
114,3,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell3.jpg,,
115,4,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell4.jpg,,
116,5,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell5.jpg,,
117,6,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell6.jpg,,
118,7,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell7.jpg,,
119,8,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell8.jpg,,
120,9,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell9.jpg,,
121,1,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell1.jpg,n,1
122,2,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell2.jpg,n,0
123,3,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell3.jpg,n,2
124,4,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell4.jpg,n,0
125,5,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell5.jpg,n,2
126,6,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell6.jpg,n,0
127,7,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell7.jpg,n,n
128,8,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell8.jpg,n,1
129,9,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell9.jpg,n,2
130,10,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell10.jpg,n,0
131,11,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell11.jpg,n,0
132,12,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell12.jpg,n,0
133,13,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell13.jpg,n,2
134,14,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell14.jpg,n,0
135,15,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell15.jpg,n,0
136,16,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell16.jpg,1,1
137,17,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell17.jpg,0,0
138,18,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell18.jpg,n,0
139,19,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell19.jpg,n,0
140,20,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell20.jpg,n,2
141,21,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell21.jpg,n,2
142,22,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell22.jpg,n,3
143,23,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell23.jpg,n,2
144,24,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell24.jpg,n,0
145,25,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell25.jpg,n,2
146,26,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell26.jpg,n,2
147,27,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell27.jpg,n,0
148,1,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell1.jpg,,
149,2,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell2.jpg,,
150,3,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell3.jpg,,
151,4,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell4.jpg,,
152,5,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell5.jpg,,
153,6,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell6.jpg,,
154,7,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell7.jpg,,
155,8,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell8.jpg,,
156,9,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell9.jpg,,
157,1,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell1.jpg,,
158,2,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell2.jpg,,
159,3,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell3.jpg,,
160,4,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell4.jpg,,
161,5,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell5.jpg,,
162,6,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell6.jpg,,
163,7,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell7.jpg,,
164,8,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell8.jpg,,
165,9,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell9.jpg,,
166,10,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell10.jpg,,
167,11,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell11.jpg,,
168,12,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell12.jpg,,
169,13,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell13.jpg,,
170,14,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell14.jpg,,
171,1,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell1.jpg,,
172,2,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell2.jpg,,
173,3,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell3.jpg,,
174,4,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell4.jpg,,
175,5,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell5.jpg,,
176,6,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell6.jpg,,
177,7,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell7.jpg,,
178,8,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell8.jpg,,
179,9,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell9.jpg,,
180,10,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell10.jpg,,
181,11,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell11.jpg,,
182,1,5500000014_63X_20190816_S1_P6_B3_annotations_corrected.Actn2_cell1.jpg,n,2
183,2,5500000014_63X_20190816_S1_P6_B3_annotations_corrected.Actn2_cell2.jpg,n,2
184,3,5500000014_63X_20190816_S1_P6_B3_annotations_corrected.Actn2_cell3.jpg,n,2
185,4,5500000014_63X_20190816_S1_P6_B3_annotations_corrected.Actn2_cell4.jpg,0,2
186,5,5500000014_63X_20190816_S1_P6_B3_annotations_corrected.Actn2_cell5.jpg,2,n
187,6,5500000014_63X_20190816_S1_P6_B3_annotations_corrected.Actn2_cell6.jpg,n,2
188,7,5500000014_63X_20190816_S1_P6_B3_annotations_corrected.Actn2_cell7.jpg,n,0
189,1,5500000014_63X_20190816_S1_P6_B4_annotations_corrected.Actn2_cell1.jpg,2,2
190,2,5500000014_63X_20190816_S1_P6_B4_annotations_corrected.Actn2_cell2.jpg,,
191,3,5500000014_63X_20190816_S1_P6_B4_annotations_corrected.Actn2_cell3.jpg,,
192,4,5500000014_63X_20190816_S1_P6_B4_annotations_corrected.Actn2_cell4.jpg,,
193,5,5500000014_63X_20190816_S1_P6_B4_annotations_corrected.Actn2_cell5.jpg,,
194,6,5500000014_63X_20190816_S1_P6_B4_annotations_corrected.Actn2_cell6.jpg,,
195,7,5500000014_63X_20190816_S1_P6_B4_annotations_corrected.Actn2_cell7.jpg,,
196,1,5500000014_63X_20190816_S1_P6_B5_annotations_corrected.Actn2_cell1.jpg,,
197,2,5500000014_63X_20190816_S1_P6_B5_annotations_corrected.Actn2_cell2.jpg,,
198,3,5500000014_63X_20190816_S1_P6_B5_annotations_corrected.Actn2_cell3.jpg,,
199,4,5500000014_63X_20190816_S1_P6_B5_annotations_corrected.Actn2_cell4.jpg,,
200,5,5500000014_63X_20190816_S1_P6_B5_annotations_corrected.Actn2_cell5.jpg,,
201,6,5500000014_63X_20190816_S1_P6_B5_annotations_corrected.Actn2_cell6.jpg,,
202,7,5500000014_63X_20190816_S1_P6_B5_annotations_corrected.Actn2_cell7.jpg,,
203,8,5500000014_63X_20190816_S1_P6_B5_annotations_corrected.Actn2_cell8.jpg,,
204,9,5500000014_63X_20190816_S1_P6_B5_annotations_corrected.Actn2_cell9.jpg,,
205,10,5500000014_63X_20190816_S1_P6_B5_annotations_corrected.Actn2_cell10.jpg,,
206,11,5500000014_63X_20190816_S1_P6_B5_annotations_corrected.Actn2_cell11.jpg,,
207,12,5500000014_63X_20190816_S1_P6_B5_annotations_corrected.Actn2_cell12.jpg,,
208,1,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell1.jpg,,
209,2,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell2.jpg,,
210,3,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell3.jpg,,
211,4,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell4.jpg,,
212,5,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell5.jpg,,
213,6,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell6.jpg,,
214,7,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell7.jpg,,
215,8,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell8.jpg,,
216,9,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell9.jpg,,
217,10,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell10.jpg,,
218,11,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell11.jpg,,
219,12,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell12.jpg,,
220,13,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell13.jpg,,
221,14,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell14.jpg,,
222,15,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell15.jpg,,
223,16,5500000014_63X_20190816_S1_P7_B2_annotations_corrected.Actn2_cell16.jpg,,
224,1,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell1.jpg,n,2
225,2,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell2.jpg,0,2
226,3,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell3.jpg,n,1
227,4,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell4.jpg,n,2
228,5,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell5.jpg,n,2
229,6,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell6.jpg,0,2
230,7,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell7.jpg,0,2
231,8,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell8.jpg,n,2
232,9,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell9.jpg,n,2
233,10,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell10.jpg,n,0
234,11,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell11.jpg,n,0
235,12,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell12.jpg,n,2
236,13,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell13.jpg,0,1
237,14,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell14.jpg,n,2
238,15,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell15.jpg,n,0
239,16,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell16.jpg,n,0
240,17,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell17.jpg,n,0
241,18,5500000014_63X_20190816_S1_P7_B3_annotations_corrected.Actn2_cell18.jpg,0,2
242,1,5500000014_63X_20190816_S1_P7_B4_annotations_corrected.Actn2_cell1.jpg,,
243,2,5500000014_63X_20190816_S1_P7_B4_annotations_corrected.Actn2_cell2.jpg,,
244,3,5500000014_63X_20190816_S1_P7_B4_annotations_corrected.Actn2_cell3.jpg,,
245,4,5500000014_63X_20190816_S1_P7_B4_annotations_corrected.Actn2_cell4.jpg,,
246,5,5500000014_63X_20190816_S1_P7_B4_annotations_corrected.Actn2_cell5.jpg,,
247,6,5500000014_63X_20190816_S1_P7_B4_annotations_corrected.Actn2_cell6.jpg,,
248,7,5500000014_63X_20190816_S1_P7_B4_annotations_corrected.Actn2_cell7.jpg,,
249,8,5500000014_63X_20190816_S1_P7_B4_annotations_corrected.Actn2_cell8.jpg,,
250,9,5500000014_63X_20190816_S1_P7_B4_annotations_corrected.Actn2_cell9.jpg,,
251,10,5500000014_63X_20190816_S1_P7_B4_annotations_corrected.Actn2_cell10.jpg,,
252,11,5500000014_63X_20190816_S1_P7_B4_annotations_corrected.Actn2_cell11.jpg,,
253,1,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell1.jpg,,
254,2,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell2.jpg,,
255,3,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell3.jpg,,
256,4,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell4.jpg,,
257,5,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell5.jpg,,
258,6,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell6.jpg,,
259,7,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell7.jpg,,
260,8,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell8.jpg,,
261,9,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell9.jpg,,
262,10,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell10.jpg,,
263,11,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell11.jpg,,
264,12,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell12.jpg,,
265,13,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell13.jpg,,
266,14,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell14.jpg,,
267,15,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell15.jpg,,
268,16,5500000014_63X_20190816_S1_P7_B5_annotations_corrected.Actn2_cell16.jpg,,
269,1,5500000014_63X_20190816_S1_P8_B2_annotations_corrected.Actn2_cell1.jpg,,
270,2,5500000014_63X_20190816_S1_P8_B2_annotations_corrected.Actn2_cell2.jpg,,
271,3,5500000014_63X_20190816_S1_P8_B2_annotations_corrected.Actn2_cell3.jpg,,
272,4,5500000014_63X_20190816_S1_P8_B2_annotations_corrected.Actn2_cell4.jpg,,
273,5,5500000014_63X_20190816_S1_P8_B2_annotations_corrected.Actn2_cell5.jpg,,
274,6,5500000014_63X_20190816_S1_P8_B2_annotations_corrected.Actn2_cell6.jpg,,
275,7,5500000014_63X_20190816_S1_P8_B2_annotations_corrected.Actn2_cell7.jpg,,
276,8,5500000014_63X_20190816_S1_P8_B2_annotations_corrected.Actn2_cell8.jpg,,
277,9,5500000014_63X_20190816_S1_P8_B2_annotations_corrected.Actn2_cell9.jpg,,
278,10,5500000014_63X_20190816_S1_P8_B2_annotations_corrected.Actn2_cell10.jpg,,
279,11,5500000014_63X_20190816_S1_P8_B2_annotations_corrected.Actn2_cell11.jpg,,
280,1,5500000014_63X_20190816_S1_P8_B3_annotations_corrected.Actn2_cell1.jpg,n,2
281,2,5500000014_63X_20190816_S1_P8_B3_annotations_corrected.Actn2_cell2.jpg,n,2
282,3,5500000014_63X_20190816_S1_P8_B3_annotations_corrected.Actn2_cell3.jpg,n,2
283,4,5500000014_63X_20190816_S1_P8_B3_annotations_corrected.Actn2_cell4.jpg,n,0
284,5,5500000014_63X_20190816_S1_P8_B3_annotations_corrected.Actn2_cell5.jpg,n,2
285,6,5500000014_63X_20190816_S1_P8_B3_annotations_corrected.Actn2_cell6.jpg,2,2
